Timestamp,GSR
1699740820814, 381
1699740823089, 377
1699740825213, 384
1699740826949, 380
1699740830226, 386
1699740833127, 391
1699740837950, 394
1699740842356, 392
1699740844866, 392
1699740847431, 388
1699740850091, 393
1699740852863, 389
1699740856273, 391
1699740858275, 399
1699740860432, 400
1699740862488, 397
1699740866322, 396
1699740868722, 390
1699740871951, 380
1699740874996, 388
1699740876811, 379
1699740878590, 369
1699740880499, 363
1699740882350, 371
1699740884180, 371
1699740885818, 376
1699740887878, 372
1699740890025, 379
1699740892968, 375
1699740895699, 377
1699740899396, 371
1699740902060, 379
1699740905073, 384
1699740907185, 386
1699740909169, 378
1699740911128, 379
1699740913060, 386
1699740915244, 389
1699740919037, 385
1699740922399, 390
1699740924848, 385
1699740929298, 372
1699740931983, 374
1699740934475, 376
1699740937964, 381
1699740940613, 380
1699740942727, 384
1699740945783, 383
1699740948287, 377
1699740950641, 381
1699740953120, 382
1699740955444, 377
1699740957677, 380
1699740960651, 382
1699740963363, 379
1699740965455, 385
1699740968882, 389
1699740971128, 385
1699740973386, 387
1699740975560, 394
1699740977691, 393
1699740980396, 388
1699740982645, 382
1699740986870, 379
1699740990128, 384
1699740994010, 390
1699740997536, 390
1699741000626, 388
1699741002777, 390
