Timestamp,GSR
1699740637197, 378
1699740639528, 379
1699740642619, 384
1699740644533, 381
1699740646237, 389
1699740648147, 383
1699740650319, 385
1699740652504, 393
1699740655640, 388
1699740657469, 392
1699740660037, 392
1699740662391, 388
1699740665233, 390
1699740668730, 388
1699740671058, 385
1699740672726, 383
1699740674527, 392
1699740676309, 386
1699740678148, 384
1699740679996, 382
1699740682364, 388
1699740685526, 387
1699740688235, 394
1699740691027, 379
1699740693425, 381
1699740695766, 377
1699740698115, 373
1699740700573, 358
1699740703116, 370
1699740704993, 373
1699740707770, 365
1699740710817, 374
1699740713632, 378
1699740716343, 377
1699740719248, 383
1699740723003, 388
1699740725505, 388
1699740728392, 384
1699740731825, 377
1699740734778, 359
1699740736619, 370
1699740738262, 361
1699740740615, 353
1699740742776, 351
1699740745752, 360
1699740750306, 370
1699740754573, 376
1699740758971, 381
1699740762015, 377
1699740764292, 380
1699740766511, 387
1699740768580, 381
1699740770625, 390
1699740772585, 391
1699740774552, 386
1699740776661, 387
1699740778198, 391
1699740780648, 390
1699740782679, 383
1699740785718, 390
1699740789483, 390
1699740792952, 381
1699740795338, 381
1699740797600, 382
1699740800110, 359
1699740802261, 352
1699740804157, 346
1699740806819, 353
1699740808363, 355
1699740812228, 363
1699740815020, 374
1699740817941, 372
