Timestamp,GSR
1699739163425, 526
1699739166190, 519
1699739169360, 520
1699739172021, 520
1699739173773, 519
1699739175739, 516
1699739177546, 514
1699739181622, 516
1699739184785, 516
1699739186929, 514
1699739189032, 515
1699739192303, 506
1699739195567, 509
1699739198169, 505
1699739200964, 505
1699739204086, 506
1699739206031, 506
1699739207663, 507
1699739209650, 511
1699739211187, 508
1699739213151, 511
1699739214929, 507
1699739216681, 504
1699739218936, 510
1699739221278, 509
1699739223472, 509
1699739226453, 510
1699739229626, 510
1699739233024, 502
1699739238720, 508
1699739241770, 505
1699739243728, 496
1699739245548, 494
1699739247694, 494
1699739249742, 498
1699739251687, 502
1699739254353, 497
1699739256897, 493
1699739259912, 501
1699739262282, 500
1699739271586, 495
1699739273497, 502
1699739275576, 500
1699739277309, 501
1699739279102, 502
1699739280695, 497
1699739282747, 496
1699739285273, 496
1699739287325, 495
1699739290093, 496
1699739293378, 496
1699739295423, 494
1699739297236, 494
1699739299936, 495
1699739301758, 495
1699739303179, 494
1699739305422, 496
1699739307493, 497
1699739309547, 502
1699739311593, 503
1699739313332, 493
1699739315179, 502
1699739317233, 503
1699739319156, 495
1699739320936, 490
1699739322642, 496
1699739324597, 489
1699739326063, 498
1699739327773, 489
1699739329721, 490
1699739331462, 492
1699739333473, 489
1699739335073, 496
1699739337918, 483
1699739340163, 487
1699739342112, 482
1699739345524, 485
