Timestamp,GSR
1699742804746, 349
1699742807109, 351
1699742810025, 358
1699742813012, 355
1699742815808, 364
1699742818541, 360
1699742821494, 369
1699742823891, 372
1699742827386, 364
1699742830046, 367
1699742833016, 369
1699742835885, 372
1699742838441, 373
1699742840694, 374
1699742842745, 376
1699742845401, 376
1699742847594, 374
1699742850986, 375
1699742853492, 382
1699742855564, 379
1699742857894, 377
1699742860052, 379
1699742862505, 386
1699742864655, 381
1699742866908, 381
1699742869158, 388
1699742871477, 390
1699742873562, 387
1699742876110, 387
1699742879148, 389
1699742881209, 390
1699742883599, 394
1699742885440, 391
1699742887489, 395
1699742889744, 396
1699742891687, 392
1699742894377, 394
1699742897440, 400
1699742899866, 399
1699742903281, 396
1699742905311, 404
1699742908384, 385
1699742910536, 386
1699742912885, 384
1699742915450, 390
1699742917662, 391
1699742919950, 383
1699742922101, 384
1699742924464, 386
1699742927233, 391
1699742930878, 391
1699742933983, 395
1699742935895, 398
1699742937870, 398
1699742939919, 399
1699742942172, 400
1699742944832, 388
1699742947296, 384
1699742950499, 387
1699742953286, 386
1699742957113, 381
1699742959920, 388
1699742963171, 392
1699742965570, 386
1699742968990, 386
1699742971666, 386
1699742974226, 393
1699742978008, 375
1699742979904, 379
1699742982237, 381
1699742985730, 383
