Timestamp,GSR
1699744447983, 425
1699744450390, 424
1699744452604, 421
1699744454539, 425
1699744456506, 422
1699744458131, 423
1699744460182, 423
1699744462035, 424
1699744463875, 423
1699744465914, 424
1699744467771, 425
1699744470366, 429
1699744472469, 430
1699744473997, 429
1699744475938, 430
1699744477985, 424
1699744480141, 431
1699744482388, 422
1699744485085, 430
1699744487725, 429
1699744490478, 426
1699744493255, 431
1699744494977, 432
1699744496930, 430
1699744498874, 434
1699744501139, 428
1699744503393, 428
1699744505445, 433
1699744507079, 430
1699744508814, 434
1699744510766, 430
1699744513015, 432
1699744514953, 428
1699744517205, 429
1699744519249, 429
1699744521824, 430
1699744523613, 430
1699744525527, 432
1699744527664, 434
1699744529621, 435
1699744531336, 432
1699744533291, 430
1699744535845, 434
1699744538021, 433
1699744540146, 434
1699744542331, 435
1699744544438, 436
1699744546909, 435
1699744548886, 433
1699744551519, 434
1699744553568, 433
1699744555680, 432
1699744557882, 430
1699744560597, 432
1699744562470, 435
1699744564207, 434
1699744566316, 431
1699744568505, 435
1699744570266, 432
1699744572712, 436
1699744575577, 434
1699744577626, 429
1699744579781, 432
1699744581740, 429
1699744583878, 430
1699744585920, 434
1699744587866, 433
1699744589920, 433
1699744592051, 431
1699744593933, 433
1699744596679, 430
1699744598622, 430
1699744600988, 429
1699744602924, 433
1699744604864, 428
1699744606817, 436
1699744608454, 441
1699744610689, 509
1699744612647, 513
1699744614495, 509
1699744616277, 510
1699744618493, 494
1699744620639, 499
1699744622590, 498
1699744624325, 501
