Timestamp,GSR
1699738977884, 494
1699738980736, 486
1699738982630, 495
1699738984922, 487
1699738986975, 494
1699738989036, 491
1699738990975, 485
1699738992719, 485
1699738994665, 494
1699738996797, 487
1699738999356, 489
1699739002561, 486
1699739006247, 486
1699739008590, 486
1699739010628, 492
1699739013508, 493
1699739015634, 490
1699739018090, 490
1699739020420, 494
1699739022978, 485
1699739024656, 492
1699739026720, 485
1699739030870, 483
1699739033120, 486
1699739036238, 489
1699739038061, 493
1699739040130, 488
1699739043026, 493
1699739046574, 492
1699739049322, 485
1699739051795, 493
1699739054168, 487
1699739057166, 489
1699739060410, 491
1699739064493, 489
1699739066335, 491
1699739068392, 489
1699739070338, 489
1699739072288, 486
1699739074024, 485
1699739076162, 489
1699739078016, 486
1699739080269, 481
1699739082137, 490
1699739083744, 486
1699739085727, 485
1699739087428, 482
1699739090487, 482
1699739092595, 489
1699739095103, 483
1699739097317, 485
1699739099755, 483
1699739102402, 485
1699739104549, 487
1699739106373, 480
1699739107911, 489
1699739110052, 488
1699739112290, 480
1699739115237, 480
1699739119697, 481
1699739122418, 484
1699739125826, 483
1699739128400, 483
1699739130860, 491
1699739133600, 489
1699739136294, 488
1699739139200, 479
1699739142535, 482
1699739146596, 484
1699739151167, 477
