Timestamp,GSR
1699740270512, 421
1699740272134, 418
1699740274201, 406
1699740276134, 394
1699740277772, 387
1699740281446, 386
1699740284616, 383
1699740286954, 382
1699740289264, 387
1699740291854, 393
1699740293387, 390
1699740295485, 397
1699740297230, 399
1699740298943, 401
1699740300608, 396
1699740303348, 399
1699740305305, 400
1699740309183, 399
1699740318671, 379
1699740326413, 364
1699740328612, 360
1699740332216, 357
1699740334419, 353
1699740336670, 357
1699740338618, 363
1699740340789, 361
1699740343264, 360
1699740345267, 362
1699740348046, 361
1699740351172, 368
1699740353155, 370
1699740361531, 369
1699740366968, 351
1699740369656, 357
1699740371839, 360
1699740373584, 355
1699740375209, 361
1699740377315, 368
1699740379458, 370
1699740381237, 371
1699740383393, 366
1699740385418, 366
1699740387911, 373
1699740390730, 377
1699740392648, 374
1699740394938, 380
1699740398415, 384
1699740401056, 376
1699740404272, 379
1699740406242, 381
1699740408606, 389
1699740411319, 390
1699740413728, 385
1699740416342, 387
1699740418822, 391
1699740421259, 391
1699740423194, 390
1699740426238, 392
1699740428490, 400
1699740430377, 401
1699740433273, 403
1699740434697, 399
1699740436523, 398
1699740438245, 405
1699740440168, 401
1699740443270, 408
1699740445224, 404
1699740447713, 403
1699740451247, 410
