Timestamp,GSR
1699743537765, 401
1699743539484, 400
1699743541331, 404
1699743543804, 405
1699743545858, 404
1699743547986, 394
1699743550033, 398
1699743552186, 403
1699743554390, 401
1699743556840, 406
1699743559966, 405
1699743561704, 404
1699743563551, 410
1699743566005, 409
1699743567956, 407
1699743569899, 406
1699743571641, 410
1699743574104, 412
1699743576450, 413
1699743578711, 408
1699743581275, 408
1699743583903, 413
1699743589195, 410
1699743592118, 413
1699743596182, 413
1699743598062, 415
1699743599903, 418
1699743602567, 413
1699743604729, 416
1699743606764, 416
1699743608682, 421
1699743611267, 414
1699743613985, 416
1699743615675, 419
1699743618956, 420
1699743620997, 418
1699743623045, 417
1699743625093, 416
1699743627360, 418
1699743629707, 418
1699743631443, 420
1699743634650, 419
1699743637076, 423
1699743639253, 420
1699743641582, 420
1699743643527, 417
1699743647110, 419
1699743649158, 422
1699743651310, 421
1699743653465, 423
1699743655405, 420
1699743657063, 423
1699743659195, 421
1699743661760, 426
1699743664221, 426
1699743668206, 421
1699743670296, 423
1699743672610, 422
1699743675475, 426
1699743678356, 426
1699743680712, 425
1699743683933, 412
1699743686632, 413
1699743688589, 410
1699743690400, 412
1699743692168, 416
1699743694630, 413
1699743696773, 416
1699743699645, 394
1699743701789, 388
1699743703733, 389
1699743705791, 390
1699743710446, 375
1699743713167, 364
1699743714903, 362
1699743717040, 370
1699743719400, 365
