Timestamp,GSR
1699741554115, 400
1699741557184, 400
1699741561350, 400
1699741565272, 402
1699741569219, 405
1699741572580, 382
1699741576472, 389
1699741581110, 390
1699741584018, 389
1699741586601, 396
1699741590387, 394
1699741592914, 397
1699741597023, 403
1699741599846, 404
1699741603192, 405
1699741606851, 409
1699741610629, 408
1699741613304, 401
1699741615468, 407
1699741618717, 410
1699741620285, 407
1699741622655, 407
1699741624564, 413
1699741626476, 409
1699741628458, 402
1699741630628, 400
1699741632548, 401
1699741635053, 402
1699741639329, 405
1699741642176, 405
1699741645945, 402
1699741648678, 405
1699741651573, 406
1699741655515, 412
1699741657746, 413
1699741660044, 407
1699741662150, 415
1699741664503, 413
1699741666686, 415
1699741668708, 418
1699741670746, 415
1699741672472, 412
1699741674567, 412
1699741677017, 408
1699741678865, 413
1699741680886, 409
1699741682830, 416
1699741684575, 416
1699741686526, 415
1699741688185, 411
1699741690103, 415
1699741692182, 413
1699741694320, 414
1699741697369, 414
1699741699880, 418
1699741702371, 416
1699741705670, 418
1699741708126, 413
1699741709966, 416
1699741711921, 410
1699741713886, 409
1699741715808, 412
1699741717758, 413
1699741719700, 416
1699741721268, 410
1699741723362, 411
1699741725248, 417
1699741726618, 414
1699741728318, 418
1699741730372, 419
1699741732191, 419
1699741733932, 415
1699741735898, 418
