Timestamp,GSR
1699737910006, 336
1699737912013, 329
1699737914829, 333
1699737917241, 332
1699737920673, 340
1699737922517, 342
1699737924413, 332
1699737925792, 342
1699737927927, 337
1699737929761, 345
1699737931323, 341
1699737934303, 347
1699737936092, 339
1699737938360, 340
1699737940101, 341
1699737941540, 352
1699737943659, 346
1699737945743, 351
1699737948445, 356
1699737949974, 347
1699737952181, 348
1699737953627, 352
1699737955166, 356
1699737956993, 350
1699737958938, 346
1699737960706, 333
1699737963970, 350
1699737966526, 347
1699737968303, 344
1699737970001, 352
1699737972686, 352
1699737975649, 346
1699737977370, 345
1699737978812, 356
1699737981058, 347
1699737983206, 359
1699737985072, 356
1699737987100, 361
1699737989273, 353
1699737991072, 356
1699737993330, 354
1699737995496, 365
1699737996860, 355
1699737998897, 364
1699738000514, 366
1699738001947, 358
1699738003483, 359
1699738005637, 367
1699738007892, 370
1699738010247, 364
1699738012289, 367
1699738013722, 370
1699738016403, 371
1699738018955, 355
1699738021625, 367
1699738024015, 374
1699738026223, 368
1699738028273, 374
1699738030317, 364
1699738032357, 367
1699738034417, 373
1699738036351, 373
1699738037901, 363
1699738039659, 366
1699738041791, 375
1699738043762, 370
1699738047397, 353
1699738049257, 360
1699738050747, 355
1699738053549, 341
1699738055011, 338
1699738056950, 345
1699738058678, 345
1699738060737, 349
1699738062475, 339
1699738064317, 346
1699738066053, 345
1699738067687, 332
1699738069720, 339
1699738071274, 329
1699738072876, 340
1699738075599, 329
1699738077162, 335
1699738079262, 324
1699738081211, 335
