Timestamp,GSR
1699741738283, 408
1699741739872, 406
1699741741821, 389
1699741743453, 380
1699741745358, 373
1699741748783, 378
1699741750786, 384
1699741752676, 384
1699741754615, 385
1699741756355, 391
1699741758160, 391
1699741759839, 394
1699741761684, 395
1699741763525, 393
1699741765589, 399
1699741767421, 395
1699741769185, 384
1699741771311, 390
1699741773480, 388
1699741775746, 383
1699741777237, 382
1699741779318, 385
1699741781230, 389
1699741783287, 388
1699741785645, 390
1699741787694, 392
1699741790011, 387
1699741791720, 393
1699741793579, 392
1699741795907, 390
1699741798447, 392
1699741800333, 393
1699741802096, 399
1699741804045, 398
1699741805736, 396
1699741807664, 398
1699741809665, 388
1699741811689, 394
1699741813527, 394
1699741815750, 392
1699741817593, 382
1699741821506, 380
1699741823533, 375
1699741825622, 370
1699741827940, 359
1699741830086, 366
1699741832313, 370
1699741834392, 377
1699741837358, 379
1699741839184, 377
1699741841088, 382
1699741843199, 385
1699741845507, 382
1699741847175, 388
1699741849236, 388
1699741851386, 389
1699741853538, 392
1699741855378, 394
1699741857451, 394
1699741859373, 388
1699741861425, 388
1699741863347, 396
1699741865513, 391
1699741867466, 390
1699741869397, 361
1699741871065, 360
1699741873076, 359
1699741875353, 360
1699741877539, 365
1699741879708, 366
1699741881408, 368
1699741883079, 370
1699741884870, 371
1699741886611, 369
1699741888351, 370
1699741890198, 375
1699741892244, 371
1699741894195, 376
1699741896897, 379
1699741898802, 380
1699741900962, 380
1699741903064, 384
1699741905764, 379
1699741907810, 380
1699741910167, 384
