Timestamp,GSR
1699740087258, 390
1699740089765, 389
1699740092204, 365
1699740094160, 363
1699740096514, 364
1699740099699, 365
1699740101648, 370
1699740103688, 377
1699740105741, 380
1699740107470, 380
1699740109807, 383
1699740112112, 385
1699740116439, 396
1699740120091, 389
1699740121902, 396
1699740124554, 391
1699740128826, 377
1699740130685, 374
1699740132824, 374
1699740136275, 375
1699740138649, 377
1699740142784, 387
1699740146350, 391
1699740148665, 380
1699740151890, 387
1699740153995, 386
1699740156324, 388
1699740158676, 394
1699740160961, 397
1699740162942, 393
1699740164977, 400
1699740167918, 400
1699740170024, 395
1699740172689, 403
1699740176254, 398
1699740178616, 406
1699740180767, 400
1699740183235, 408
1699740185195, 406
1699740186941, 405
1699740188986, 401
1699740190637, 404
1699740192781, 408
1699740195113, 403
1699740197622, 410
1699740199546, 409
1699740201749, 413
1699740204255, 408
1699740206349, 405
1699740208099, 394
1699740209745, 382
1699740211825, 376
1699740213461, 375
1699740215425, 381
1699740217155, 382
1699740219397, 380
1699740221492, 384
1699740223294, 384
1699740225445, 387
1699740227107, 393
1699740229369, 397
1699740235019, 403
1699740243161, 402
1699740244793, 406
1699740246552, 406
1699740248592, 413
1699740250431, 412
1699740252168, 416
1699740253908, 412
1699740255722, 419
1699740257691, 419
1699740259239, 413
1699740261141, 421
1699740263051, 417
1699740264767, 415
1699740266463, 420
1699740268594, 418
