Timestamp,GSR
1699742988417, 384
1699742990607, 388
1699742992655, 385
1699742994807, 390
1699742996553, 378
1699742998902, 381
1699743001385, 384
1699743003529, 361
1699743005609, 347
1699743007810, 344
1699743009785, 344
1699743012803, 345
1699743016004, 353
1699743018258, 356
1699743020618, 358
1699743022352, 360
1699743024297, 363
1699743026554, 362
1699743028908, 366
1699743031391, 366
1699743033830, 372
1699743038432, 353
1699743042254, 354
1699743045061, 354
1699743048217, 358
1699743050003, 354
1699743052152, 363
1699743054406, 360
1699743057282, 366
1699743059114, 365
1699743061793, 369
1699743064548, 360
1699743067973, 363
1699743070746, 361
1699743073684, 363
1699743076313, 369
1699743078674, 367
1699743080669, 367
1699743083076, 373
1699743085638, 370
1699743088199, 370
1699743090711, 373
1699743093420, 376
1699743097469, 377
1699743102509, 380
1699743107424, 386
1699743110883, 386
1699743114523, 388
1699743118641, 393
1699743121394, 388
1699743124712, 393
1699743128518, 391
1699743132624, 391
1699743137301, 400
1699743143075, 397
1699743145148, 401
1699743147505, 403
1699743149740, 404
1699743151789, 406
1699743153938, 399
1699743156396, 400
1699743158855, 405
1699743160907, 406
1699743162872, 408
1699743164777, 408
1699743169914, 403
