Timestamp,GSR
1699742273681, 329
1699742275761, 339
1699742277992, 337
1699742280230, 343
1699742282206, 350
1699742284810, 357
1699742288405, 358
1699742290823, 360
1699742292901, 362
1699742294903, 362
1699742297325, 364
1699742299317, 359
1699742301843, 359
1699742304622, 368
1699742306987, 367
1699742310154, 366
1699742313718, 373
1699742318059, 377
1699742321117, 378
1699742323427, 381
1699742326237, 384
1699742328799, 381
1699742330877, 384
1699742333602, 386
1699742335640, 390
1699742337898, 392
1699742340565, 390
1699742343394, 393
1699742345832, 397
1699742347748, 393
1699742349732, 396
1699742351628, 395
1699742353774, 400
1699742356640, 401
1699742358489, 401
1699742360151, 401
1699742361931, 403
1699742364119, 402
1699742365967, 401
1699742367976, 404
1699742371032, 401
1699742373394, 402
1699742375254, 403
1699742376974, 403
1699742378959, 401
1699742380501, 400
1699742382452, 401
1699742384924, 400
1699742386642, 405
1699742388374, 402
1699742390340, 402
1699742392274, 400
1699742394998, 402
1699742396703, 400
1699742398835, 408
1699742401050, 404
1699742402725, 403
1699742404873, 408
1699742406609, 412
1699742408994, 407
1699742410813, 406
1699742412959, 409
1699742415241, 413
1699742418155, 405
1699742421695, 418
1699742424151, 411
1699742426177, 412
1699742427769, 412
1699742429661, 416
1699742431808, 417
1699742433753, 421
1699742436208, 421
1699742438576, 421
1699742441064, 420
1699742443535, 423
1699742445901, 423
1699742448399, 423
1699742450858, 426
1699742453267, 420
1699742454898, 418
