Timestamp,GSR
1699741912335, 385
1699741914102, 385
1699741916105, 381
1699741918421, 382
1699741920546, 383
1699741922147, 390
1699741924219, 385
1699741925999, 390
1699741928084, 394
1699741930265, 388
1699741931944, 389
1699741933514, 396
1699741935453, 391
1699741937407, 396
1699741939352, 395
1699741941776, 398
1699741943979, 396
1699741946343, 397
1699741948053, 394
1699741950024, 390
1699741952062, 387
1699741954199, 390
1699741956165, 388
1699741958292, 359
1699741960137, 360
1699741962186, 365
1699741964401, 365
1699741966670, 368
1699741968845, 370
1699741971016, 372
1699741972920, 366
1699741975626, 364
1699741977445, 371
1699741979316, 361
1699741981181, 362
1699741983381, 360
1699741985325, 363
1699741987101, 365
1699741989017, 373
1699741991065, 369
1699741993290, 369
1699741995556, 372
1699741997933, 373
1699741999742, 375
1699742001537, 382
1699742003381, 383
1699742005605, 379
1699742008076, 386
1699742009942, 387
1699742011773, 382
1699742013282, 389
1699742015130, 389
1699742017296, 387
1699742019451, 392
1699742021822, 389
1699742023555, 387
1699742025429, 387
1699742026981, 389
1699742029014, 389
1699742030978, 391
1699742032921, 396
1699742034714, 391
1699742036751, 388
1699742038655, 393
1699742040438, 391
1699742042308, 395
1699742044480, 396
1699742046254, 398
1699742048100, 397
1699742049992, 400
1699742051874, 394
1699742053939, 400
1699742056060, 391
1699742057946, 393
1699742059856, 393
1699742061825, 390
1699742063748, 395
1699742065978, 390
1699742068245, 394
1699742072099, 393
1699742076500, 377
1699742080333, 388
1699742083155, 389
1699742084942, 390
1699742087844, 391
