Timestamp,GSR
1699742638857, 342
1699742640704, 344
1699742642746, 350
1699742644596, 353
1699742646643, 356
1699742648690, 363
1699742650559, 364
1699742652810, 364
1699742654527, 368
1699742656225, 373
1699742658096, 374
1699742659749, 377
1699742661694, 375
1699742663742, 380
1699742665175, 382
1699742666820, 378
1699742668555, 385
1699742670398, 386
1699742672042, 381
1699742674001, 389
1699742675789, 389
1699742678081, 383
1699742679747, 371
1699742681866, 376
1699742683710, 357
1699742685254, 349
1699742686782, 343
1699742688419, 346
1699742690285, 350
1699742692314, 357
1699742694380, 350
1699742696306, 345
1699742698513, 352
1699742700404, 355
1699742702332, 360
1699742704427, 357
1699742706881, 359
1699742708805, 360
1699742710932, 363
1699742712690, 359
1699742714565, 368
1699742716582, 371
1699742718631, 352
1699742721114, 348
1699742723002, 347
1699742724673, 347
1699742726618, 350
1699742728461, 356
1699742730301, 357
1699742731942, 359
1699742733578, 353
1699742735833, 361
1699742738190, 357
1699742740033, 360
1699742742189, 366
1699742743856, 364
1699742745811, 362
1699742748490, 343
1699742750272, 336
1699742752321, 340
1699742754367, 344
1699742756463, 349
1699742759600, 355
1699742761642, 357
1699742763686, 352
1699742765631, 342
1699742767511, 339
1699742769788, 346
1699742771511, 342
1699742773312, 349
1699742774948, 351
1699742776690, 341
1699742778533, 347
1699742780483, 350
1699742782422, 352
1699742783864, 351
1699742786314, 363
1699742788365, 341
1699742789894, 341
1699742791845, 342
1699742793843, 343
1699742796609, 351
1699742798605, 357
1699742800814, 350
1699742802602, 348
