Timestamp,GSR
1699738082847, 313
1699738084816, 320
1699738086539, 294
1699738088068, 290
1699738089839, 302
1699738092833, 291
1699738095785, 280
1699738098243, 281
1699738100563, 277
1699738102066, 266
1699738103762, 277
1699738105380, 269
1699738107017, 278
1699738108454, 267
1699738110814, 266
1699738112541, 267
1699738114388, 263
1699738115922, 273
1699738117565, 263
1699738119002, 261
1699738120430, 263
1699738122482, 263
1699738124551, 260
1699738126882, 270
1699738128823, 266
1699738130880, 259
1699738133443, 258
1699738135589, 263
1699738138068, 268
1699738140113, 263
1699738141709, 253
1699738143444, 261
1699738145360, 255
1699738147049, 266
1699738149098, 260
1699738151465, 270
1699738153709, 261
1699738155580, 271
1699738157402, 266
1699738159971, 267
1699738161819, 275
1699738163680, 268
1699738165415, 268
1699738167004, 270
1699738169979, 256
1699738171872, 251
1699738173688, 257
1699738175157, 264
1699738176800, 255
1699738179635, 266
1699738181666, 263
1699738184145, 264
1699738186081, 259
1699738187826, 251
1699738190779, 261
1699738192320, 262
1699738193768, 256
1699738195645, 262
1699738197130, 257
1699738198770, 268
1699738200291, 260
1699738201734, 264
1699738203990, 263
1699738205831, 269
1699738207788, 268
1699738209826, 279
1699738212488, 278
1699738214746, 281
1699738216405, 285
1699738217913, 283
1699738219570, 282
1699738221142, 288
1699738222820, 287
1699738224269, 283
1699738226365, 286
1699738228523, 283
1699738230618, 280
1699738232453, 276
1699738233994, 276
1699738235529, 283
1699738236895, 280
1699738238393, 278
1699738239858, 278
1699738241720, 280
1699738243531, 287
